model_type,task_type,question_idx,gold_answer,baseline_stop_window,baseline_tokens_saved,stop_window_0.50,stop_window_0.85,stop_window_0.95,tokens_saved_0.50,tokens_saved_0.85,tokens_saved_0.95,is_correct_full,is_correct_baseline,is_correct_0.50,is_correct_0.85,is_correct_0.95
GPT4,strategy,850,yes,5,1569,5,5,10,1569,1569,1394,False,False,False,False,False
GPT4,strategy,851,no,5,1570,5,5,5,1570,1570,1570,True,True,True,True,True
GPT4,strategy,852,no,40,0,5,5,40,1890,1890,0,False,False,False,False,False
GPT4,strategy,853,no,5,1531,5,10,40,1531,1343,0,True,True,True,True,True
GPT4,strategy,854,no,5,1225,5,5,5,1225,1225,1225,True,True,True,True,True
GPT4,strategy,855,yes,30,483,5,5,40,1648,1648,0,True,True,True,True,True
GPT4,strategy,856,no,5,1232,5,5,5,1232,1232,1232,True,True,True,True,True
GPT4,strategy,857,no,5,1502,5,5,10,1502,1502,1264,True,True,True,True,True
GPT4,strategy,858,no,5,1560,5,5,40,1560,1560,0,True,True,True,True,True
GPT4,strategy,859,no,5,1149,5,5,5,1149,1149,1149,True,True,True,True,True
GPT4,strategy,860,yes,5,1352,5,5,5,1352,1352,1352,True,True,True,True,True
GPT4,strategy,861,yes,5,858,5,5,5,858,858,858,True,True,True,True,True
GPT4,strategy,862,no,5,1770,5,5,40,1770,1770,0,True,True,True,True,True
GPT4,strategy,863,yes,5,765,5,5,40,765,765,0,True,True,True,True,True
GPT4,strategy,864,yes,5,1222,5,5,15,1222,1222,910,False,False,False,False,False
GPT4,strategy,865,yes,40,0,5,5,5,1317,1317,1317,False,False,True,True,True
GPT4,strategy,866,yes,5,1510,5,5,5,1510,1510,1510,True,True,True,True,True
GPT4,strategy,867,no,5,1426,5,5,40,1426,1426,0,True,True,True,True,True
GPT4,strategy,868,no,5,996,5,5,5,996,996,996,True,True,True,True,True
GPT4,strategy,869,no,5,1294,5,5,5,1294,1294,1294,True,True,True,True,True
GPT4,strategy,870,yes,5,1380,5,5,25,1380,1380,607,True,True,True,True,True
GPT4,strategy,871,yes,5,1115,5,5,40,1115,1115,0,True,True,True,True,True
GPT4,strategy,872,no,5,1358,5,5,5,1358,1358,1358,True,True,True,True,True
GPT4,strategy,873,no,5,637,5,5,5,637,637,637,True,True,True,True,True
GPT4,strategy,874,yes,5,802,5,5,5,802,802,802,True,True,True,True,True
GPT4,strategy,875,yes,5,1790,5,5,40,1790,1790,0,False,False,False,False,False
GPT4,strategy,876,no,5,1448,5,5,40,1448,1448,0,True,True,True,True,True
GPT4,strategy,877,no,5,1486,5,5,5,1486,1486,1486,True,True,True,True,True
GPT4,strategy,878,yes,40,0,5,5,5,2114,2114,2114,False,False,True,True,True
GPT4,strategy,879,no,5,1378,5,5,5,1378,1378,1378,True,True,True,True,True
GPT4,strategy,880,no,5,1370,5,5,10,1370,1370,1182,True,True,True,True,True
GPT4,strategy,881,yes,40,0,5,5,40,1158,1158,0,False,False,False,False,False
GPT4,strategy,882,yes,5,1069,5,5,40,1069,1069,0,True,True,True,True,True
GPT4,strategy,883,yes,5,1213,5,5,40,1213,1213,0,True,True,True,True,True
GPT4,strategy,884,yes,5,1556,5,5,30,1556,1556,486,False,False,False,False,False
GPT4,strategy,885,no,5,1739,5,5,20,1739,1739,1003,True,True,True,True,True
GPT4,strategy,886,yes,25,659,5,20,40,1603,902,0,False,False,False,False,False
GPT4,strategy,887,yes,5,879,5,5,5,879,879,879,True,True,True,True,True
GPT4,strategy,888,no,10,1202,5,5,15,1426,1426,985,False,False,False,False,False
GPT4,strategy,889,yes,10,1512,5,5,15,1772,1772,1278,False,False,False,False,False
GPT4,strategy,890,yes,5,856,5,5,5,856,856,856,True,True,True,True,True
GPT4,strategy,891,no,25,722,5,15,25,1692,1219,722,False,False,False,False,False
GPT4,strategy,892,no,5,1411,5,5,40,1411,1411,0,True,True,True,True,True
GPT4,strategy,893,yes,5,1209,5,5,5,1209,1209,1209,True,True,True,True,True
GPT4,strategy,894,no,15,1001,5,5,5,1475,1475,1475,True,True,True,True,True
GPT4,strategy,895,no,5,1143,5,5,5,1143,1143,1143,True,True,True,True,True
GPT4,strategy,896,no,5,1280,5,5,25,1280,1280,549,True,True,True,True,True
GPT4,strategy,897,yes,5,1255,5,5,5,1255,1255,1255,False,False,False,False,False
GPT4,strategy,898,no,5,1319,5,5,15,1319,1319,938,True,True,True,True,True
GPT4,strategy,899,no,5,1715,5,5,5,1715,1715,1715,True,True,True,True,True
GPT4,strategy,900,no,10,934,5,5,5,1144,1144,1144,True,True,True,True,True
GPT4,strategy,901,no,5,1207,5,5,5,1207,1207,1207,True,True,True,True,True
GPT4,strategy,902,no,5,1718,5,5,40,1718,1718,0,False,False,False,False,False
GPT4,strategy,903,no,5,1331,5,5,5,1331,1331,1331,True,True,True,True,True
GPT4,strategy,904,yes,5,1020,5,5,5,1020,1020,1020,True,True,True,True,True
GPT4,strategy,905,no,5,1246,5,5,40,1246,1246,0,True,True,True,True,True
GPT4,strategy,906,yes,5,1070,5,5,5,1070,1070,1070,False,False,False,False,False
GPT4,strategy,907,yes,5,1163,5,5,40,1163,1163,0,True,True,True,True,True
GPT4,strategy,908,no,5,1433,5,5,40,1433,1433,0,False,False,False,False,False
GPT4,strategy,909,yes,5,1078,5,5,5,1078,1078,1078,True,True,True,True,True
GPT4,strategy,910,no,5,1081,5,5,5,1081,1081,1081,True,True,True,True,True
GPT4,strategy,911,yes,5,1245,5,5,40,1245,1245,0,True,True,True,True,True
GPT4,strategy,912,yes,5,988,5,5,10,988,988,841,True,True,True,True,True
GPT4,strategy,913,yes,5,1518,5,5,20,1518,1518,839,True,True,True,True,True
GPT4,strategy,914,no,5,922,5,5,25,922,922,400,True,True,True,True,True
GPT4,strategy,915,no,5,1510,5,5,5,1510,1510,1510,True,True,True,True,True
GPT4,strategy,916,yes,5,1805,5,5,5,1805,1805,1805,True,True,True,True,True
GPT4,strategy,917,yes,5,1401,5,5,5,1401,1401,1401,True,True,True,True,True
GPT4,strategy,918,no,5,1295,5,5,5,1295,1295,1295,True,True,True,True,True
GPT4,strategy,919,no,5,1054,5,5,10,1054,1054,918,True,True,True,True,True
GPT4,strategy,920,yes,5,1391,5,5,5,1391,1391,1391,True,True,True,True,True
GPT4,strategy,921,yes,5,1125,5,5,5,1125,1125,1125,False,False,False,False,False
GPT4,strategy,922,yes,5,1483,5,5,15,1483,1483,1101,True,True,True,True,True
GPT4,strategy,923,yes,5,1372,5,5,5,1372,1372,1372,True,True,True,True,True
GPT4,strategy,924,no,5,2126,5,5,5,2126,2126,2126,False,False,False,False,False
GPT4,strategy,925,no,5,1592,5,5,15,1592,1592,1137,False,False,False,False,False
GPT4,strategy,926,yes,5,1368,5,5,40,1368,1368,0,False,False,False,False,False
GPT4,strategy,927,yes,5,1641,5,5,20,1641,1641,962,False,False,False,False,False
GPT4,strategy,928,yes,5,1027,5,5,10,1027,1027,870,True,True,True,True,True
GPT4,strategy,929,yes,5,1182,5,5,5,1182,1182,1182,True,True,True,True,True
GPT4,strategy,930,yes,5,1622,5,5,5,1622,1622,1622,False,False,False,False,False
GPT4,strategy,931,yes,5,1106,5,5,10,1106,1106,929,True,True,True,True,True
GPT4,strategy,932,yes,5,1238,5,5,20,1238,1238,745,True,True,True,True,True
GPT4,strategy,933,yes,5,1421,5,5,5,1421,1421,1421,True,True,True,True,True
GPT4,strategy,934,no,5,1005,5,5,5,1005,1005,1005,True,True,True,True,True
GPT4,strategy,935,yes,5,1064,5,5,35,1064,1064,145,True,True,True,True,True
GPT4,strategy,936,yes,5,1310,5,5,15,1310,1310,954,False,False,False,False,False
GPT4,strategy,937,yes,10,1097,5,5,5,1260,1260,1260,True,True,True,True,True
GPT4,strategy,938,no,5,1348,5,5,40,1348,1348,0,False,False,False,False,False
GPT4,strategy,939,no,5,1213,5,5,5,1213,1213,1213,True,True,True,True,True
GPT4,strategy,940,no,5,1249,5,5,5,1249,1249,1249,True,True,True,True,True
GPT4,strategy,941,no,5,1381,5,5,20,1381,1381,769,True,True,True,True,True
GPT4,strategy,942,no,5,1450,5,5,10,1450,1450,1245,True,True,True,True,True
GPT4,strategy,943,yes,5,1682,5,5,15,1682,1682,1183,True,True,True,True,True
GPT4,strategy,944,no,5,1321,5,5,20,1321,1321,715,True,True,True,True,True
GPT4,strategy,945,no,5,2053,5,5,30,2053,2053,621,False,False,False,False,False
GPT4,strategy,946,no,5,1672,5,5,5,1672,1672,1672,True,True,True,True,True
GPT4,strategy,947,yes,5,1341,5,5,40,1341,1341,0,True,True,True,True,True
GPT4,strategy,948,no,5,778,5,5,5,778,778,778,True,True,True,True,True
GPT4,strategy,949,no,5,1509,5,5,40,1509,1509,0,True,True,True,True,True
GPT4,strategy,950,no,5,732,5,5,10,732,732,647,True,True,True,True,True
GPT4,strategy,951,no,10,1077,5,5,40,1261,1261,0,True,True,True,True,True
GPT4,strategy,952,yes,5,1066,5,5,25,1066,1066,465,True,True,True,True,True
GPT4,strategy,953,no,5,1780,5,5,30,1780,1780,476,False,False,False,False,False
GPT4,strategy,954,yes,5,1006,5,5,5,1006,1006,1006,True,True,True,True,True
GPT4,strategy,955,yes,5,1024,5,5,35,1024,1024,132,True,True,True,True,True
GPT4,strategy,956,no,5,1632,5,5,25,1632,1632,699,False,False,False,False,False
GPT4,strategy,957,yes,10,708,5,5,20,827,827,489,True,True,True,True,True
GPT4,strategy,958,yes,40,0,5,5,40,1773,1773,0,True,True,True,True,True
GPT4,strategy,959,no,5,1295,5,5,5,1295,1295,1295,True,True,True,True,True
GPT4,strategy,960,yes,5,1141,5,5,5,1141,1141,1141,True,True,True,True,True
GPT4,strategy,961,no,5,1157,5,5,5,1157,1157,1157,True,True,True,True,True
GPT4,strategy,962,yes,5,925,5,5,5,925,925,925,True,True,True,True,True
GPT4,strategy,963,no,5,1139,5,5,10,1139,1139,986,True,True,True,True,True
GPT4,strategy,964,no,5,976,5,5,40,976,976,0,True,True,True,True,True
GPT4,strategy,965,yes,5,1633,5,5,5,1633,1633,1633,True,True,True,True,True
GPT4,strategy,966,no,5,1455,5,5,5,1455,1455,1455,True,True,True,True,True
GPT4,strategy,967,no,5,1120,5,5,5,1120,1120,1120,True,True,True,True,True
GPT4,strategy,968,no,5,983,5,5,5,983,983,983,True,True,True,True,True
GPT4,strategy,969,yes,10,1258,5,5,40,1407,1407,0,True,True,True,True,True
GPT4,strategy,970,yes,5,1657,5,5,10,1657,1657,1387,True,True,True,True,True
GPT4,strategy,971,no,5,1347,5,5,15,1347,1347,952,True,True,True,True,True
GPT4,strategy,972,no,5,1184,5,5,5,1184,1184,1184,True,True,True,True,True
GPT4,strategy,973,no,5,1112,5,5,5,1112,1112,1112,True,True,True,True,True
GPT4,strategy,974,yes,5,539,5,5,40,539,539,0,True,True,True,True,True
GPT4,strategy,975,no,5,1191,5,5,5,1191,1191,1191,True,True,True,True,True
GPT4,strategy,976,yes,5,1053,5,5,5,1053,1053,1053,True,True,True,True,True
GPT4,strategy,977,yes,5,1138,5,5,10,1138,1138,992,True,True,True,True,True
GPT4,strategy,978,yes,5,973,5,5,5,973,973,973,True,True,True,True,True
GPT4,strategy,979,no,5,1344,5,5,10,1344,1344,1151,True,True,True,True,True
GPT4,strategy,980,yes,5,1353,5,5,5,1353,1353,1353,True,True,True,True,True
GPT4,strategy,981,yes,5,1069,5,5,5,1069,1069,1069,True,True,True,True,True
GPT4,strategy,982,yes,5,1230,5,5,15,1230,1230,886,True,True,True,True,True
GPT4,strategy,983,yes,5,1700,5,5,5,1700,1700,1700,True,True,True,True,True
GPT4,strategy,984,yes,5,1119,5,5,5,1119,1119,1119,True,True,True,True,True
GPT4,strategy,985,no,5,1732,5,5,5,1732,1732,1732,False,False,False,False,False
GPT4,strategy,986,yes,5,1562,5,5,5,1562,1562,1562,True,True,True,True,True
GPT4,strategy,987,yes,5,1523,5,15,40,1523,1103,0,True,True,True,True,True
GPT4,strategy,988,yes,5,632,5,5,5,632,632,632,True,True,True,True,True
GPT4,strategy,989,yes,10,1369,5,5,40,1577,1577,0,False,False,False,False,False
GPT4,strategy,990,no,5,1142,5,5,5,1142,1142,1142,True,True,True,True,True
GPT4,strategy,991,no,5,1451,5,5,5,1451,1451,1451,True,True,True,True,True
GPT4,strategy,992,yes,25,782,5,5,40,1677,1677,0,False,False,False,False,False
GPT4,strategy,993,no,25,827,5,5,5,1845,1845,1845,False,False,False,False,False
GPT4,strategy,994,yes,5,1706,5,5,5,1706,1706,1706,False,False,False,False,False
GPT4,strategy,995,yes,5,1889,5,5,40,1889,1889,0,True,True,True,True,True
GPT4,strategy,996,no,10,1154,5,5,40,1352,1352,0,False,False,False,False,False
GPT4,strategy,997,no,5,987,5,5,10,987,987,841,True,True,True,True,True
GPT4,strategy,998,yes,5,1069,5,5,5,1069,1069,1069,True,True,True,True,True
GPT4,strategy,999,yes,5,1386,5,5,5,1386,1386,1386,True,True,True,True,True
GPT4,strategy,1000,yes,40,0,5,5,40,1681,1681,0,True,True,True,True,True
GPT4,strategy,1001,yes,5,949,5,5,10,949,949,810,True,True,True,True,True
GPT4,strategy,1002,yes,5,1048,5,5,10,1048,1048,902,True,True,True,True,True
GPT4,strategy,1003,yes,5,1137,5,5,5,1137,1137,1137,True,True,True,True,True
GPT4,strategy,1004,no,5,1435,5,5,40,1435,1435,0,True,True,True,True,True
GPT4,strategy,1005,yes,5,1302,5,5,40,1302,1302,0,True,True,True,True,True
GPT4,strategy,1006,yes,5,1142,5,5,5,1142,1142,1142,True,True,True,True,True
GPT4,strategy,1007,yes,5,1289,5,5,5,1289,1289,1289,False,False,False,False,False
GPT4,strategy,1008,no,5,1171,5,5,5,1171,1171,1171,True,True,True,True,True
GPT4,strategy,1009,yes,5,821,5,5,40,821,821,0,True,True,True,True,True
GPT4,strategy,1010,no,5,970,5,5,5,970,970,970,True,True,True,True,True
GPT4,strategy,1011,no,5,1455,5,5,5,1455,1455,1455,True,True,True,True,True
GPT4,strategy,1012,no,5,1332,5,5,5,1332,1332,1332,True,True,True,True,True
GPT4,strategy,1013,no,5,1156,5,5,10,1156,1156,997,True,True,True,True,True
GPT4,strategy,1014,no,5,1105,5,5,5,1105,1105,1105,True,True,True,True,True
GPT4,strategy,1015,yes,5,908,5,5,20,908,908,499,True,True,True,True,True
GPT4,strategy,1016,yes,5,708,5,5,10,708,708,615,True,True,True,True,True
GPT4,strategy,1017,no,5,1383,5,5,5,1383,1383,1383,True,True,True,True,True
GPT4,strategy,1018,no,5,1283,5,5,5,1283,1283,1283,True,True,True,True,True
GPT4,strategy,1019,no,5,1115,5,5,5,1115,1115,1115,True,True,True,True,True
GPT4,strategy,1020,yes,20,582,5,5,20,997,997,582,False,False,False,False,False
GPT4,strategy,1021,yes,25,1008,5,15,40,2260,1584,0,False,False,False,False,False
GPT4,strategy,1022,yes,5,923,5,5,5,923,923,923,True,True,True,True,True
GPT4,strategy,1023,no,5,1169,5,5,5,1169,1169,1169,True,True,True,True,True
GPT4,strategy,1024,no,5,1502,5,5,25,1502,1502,643,True,True,True,True,True
GPT4,strategy,1025,yes,5,1171,5,5,10,1171,1171,1007,True,True,True,True,True
GPT4,strategy,1026,yes,5,1342,5,5,5,1342,1342,1342,False,False,False,False,False
GPT4,strategy,1027,yes,5,1018,5,5,5,1018,1018,1018,True,True,True,True,True
GPT4,strategy,1028,no,5,1251,5,5,5,1251,1251,1251,True,True,True,True,True
GPT4,strategy,1029,yes,5,1012,5,5,40,1012,1012,0,True,True,True,True,True
GPT4,strategy,1030,no,5,1103,5,5,10,1103,1103,899,True,True,True,True,True
GPT4,strategy,1031,no,5,1032,5,5,40,1032,1032,0,True,True,True,True,True
GPT4,strategy,1032,yes,5,1470,5,10,40,1470,1281,0,False,False,False,False,False
GPT4,strategy,1033,yes,5,1482,5,5,5,1482,1482,1482,False,False,False,False,False
GPT4,strategy,1034,yes,5,2018,5,5,5,2018,2018,2018,False,False,False,False,False
GPT4,strategy,1035,no,5,1048,5,5,5,1048,1048,1048,True,True,True,True,True
GPT4,strategy,1036,yes,5,1259,5,5,5,1259,1259,1259,False,False,False,False,False
GPT4,strategy,1037,no,5,992,5,5,5,992,992,992,True,True,True,True,True
GPT4,strategy,1038,yes,15,1117,5,15,15,1620,1117,1117,False,False,False,False,False
GPT4,strategy,1039,yes,40,0,5,5,40,811,811,0,True,True,True,True,True
GPT4,strategy,1040,yes,5,1234,5,5,20,1234,1234,679,True,True,True,True,True
GPT4,strategy,1041,no,5,1038,5,5,5,1038,1038,1038,True,True,True,True,True
GPT4,strategy,1042,no,40,0,5,5,15,1346,1346,944,False,False,False,False,True
GPT4,strategy,1043,no,5,1006,5,5,35,1006,1006,150,True,True,True,True,True
GPT4,strategy,1044,yes,20,920,5,5,40,1565,1565,0,False,False,True,True,False
GPT4,strategy,1045,yes,5,1274,5,5,15,1274,1274,920,True,True,True,True,True
GPT4,strategy,1046,yes,5,1103,5,5,5,1103,1103,1103,True,True,True,True,True
GPT4,strategy,1047,no,20,1005,5,5,40,1674,1674,0,True,True,True,True,True
GPT4,strategy,1048,yes,5,987,5,5,5,987,987,987,True,True,True,True,True
GPT4,strategy,1049,no,5,1070,5,5,10,1070,1070,898,True,True,True,True,True
GPT4,strategy,1050,yes,5,1880,5,5,5,1880,1880,1880,True,True,True,True,True
GPT4,strategy,1051,no,5,1033,5,5,5,1033,1033,1033,True,True,True,True,True
GPT4,strategy,1052,no,5,1262,5,5,20,1262,1262,727,True,True,True,True,True
GPT4,strategy,1053,no,5,1228,5,5,20,1228,1228,702,True,True,True,True,True
GPT4,strategy,1054,no,5,949,5,5,25,949,949,412,True,True,True,True,True
GPT4,strategy,1055,no,5,1277,5,5,10,1277,1277,1100,True,True,True,True,True
GPT4,strategy,1056,yes,5,1402,5,5,25,1402,1402,576,True,True,True,True,True
GPT4,strategy,1057,no,5,1235,5,5,5,1235,1235,1235,True,True,True,True,True
GPT4,strategy,1058,yes,5,1116,5,5,15,1116,1116,794,True,True,True,True,True
GPT4,strategy,1059,yes,10,1660,5,5,40,1919,1919,0,True,True,True,True,True
GPT4,strategy,1060,yes,5,1385,5,5,5,1385,1385,1385,True,True,True,True,True
GPT4,strategy,1061,no,5,1210,5,5,5,1210,1210,1210,True,True,True,True,True
GPT4,strategy,1062,yes,5,1653,5,5,40,1653,1653,0,True,True,True,True,True
GPT4,strategy,1063,no,5,1666,5,5,5,1666,1666,1666,True,True,True,True,True
GPT4,strategy,1064,no,5,1244,5,5,10,1244,1244,1060,True,True,True,True,True
GPT4,strategy,1065,yes,5,2123,5,5,5,2123,2123,2123,False,False,False,False,False
GPT4,strategy,1066,yes,5,1121,5,5,10,1121,1121,971,True,True,True,True,True
GPT4,strategy,1067,no,5,1341,5,5,5,1341,1341,1341,True,True,True,True,True
GPT4,strategy,1068,no,5,1166,5,5,40,1166,1166,0,True,True,True,True,True
GPT4,strategy,1069,yes,5,1862,5,5,5,1862,1862,1862,False,False,False,False,False
GPT4,strategy,1070,no,40,0,5,10,25,1339,1172,573,False,False,False,True,False
GPT4,strategy,1071,no,40,0,5,5,20,2209,2209,1226,False,False,True,True,False
GPT4,strategy,1072,no,5,993,5,5,10,993,993,853,True,True,True,True,True
GPT4,strategy,1073,yes,5,1269,5,5,40,1269,1269,0,False,False,False,False,False
GPT4,strategy,1074,no,5,1202,5,5,5,1202,1202,1202,True,True,True,True,True
GPT4,strategy,1075,no,5,1152,5,5,5,1152,1152,1152,True,True,True,True,True
GPT4,strategy,1076,no,5,1391,5,5,40,1391,1391,0,False,False,False,False,False
GPT4,strategy,1077,no,5,1030,5,5,40,1030,1030,0,True,True,True,True,True
GPT4,strategy,1078,no,5,1482,5,5,5,1482,1482,1482,True,True,True,True,True
GPT4,strategy,1079,no,5,1598,5,5,5,1598,1598,1598,True,True,True,True,True
GPT4,strategy,1080,no,5,1232,5,5,5,1232,1232,1232,True,True,True,True,True
GPT4,strategy,1081,yes,25,655,5,5,5,1508,1508,1508,False,False,False,False,False
GPT4,strategy,1082,no,5,1005,5,5,10,1005,1005,868,True,True,True,True,True
GPT4,strategy,1083,no,5,872,5,5,10,872,872,763,True,True,True,True,True
GPT4,strategy,1084,no,5,1631,5,5,10,1631,1631,1407,True,True,True,True,True
GPT4,strategy,1085,no,5,1251,5,5,10,1251,1251,1031,True,True,True,True,True
GPT4,strategy,1086,yes,10,1277,5,5,15,1470,1470,1080,False,False,False,False,False
GPT4,strategy,1087,yes,5,906,5,5,5,906,906,906,True,True,True,True,True
GPT4,strategy,1088,yes,5,1556,5,5,20,1556,1556,863,True,True,True,True,True
GPT4,strategy,1089,no,10,1556,5,5,5,1814,1814,1814,True,True,True,True,True
GPT4,strategy,1090,no,5,1808,5,5,5,1808,1808,1808,True,True,True,True,True
GPT4,strategy,1091,no,5,581,5,5,5,581,581,581,True,True,True,True,True
GPT4,strategy,1092,no,5,1525,5,5,5,1525,1525,1525,True,True,True,True,True
GPT4,strategy,1093,yes,5,1892,5,5,5,1892,1892,1892,True,True,True,True,True
GPT4,strategy,1094,yes,5,931,5,5,5,931,931,931,False,False,False,False,False
GPT4,strategy,1095,yes,5,944,5,5,5,944,944,944,True,True,True,True,True
GPT4,strategy,1096,no,5,1306,5,5,10,1306,1306,1133,True,True,True,True,True
GPT4,strategy,1097,yes,5,1464,5,5,5,1464,1464,1464,True,True,True,True,True
GPT4,strategy,1098,yes,5,1754,5,5,20,1754,1754,995,True,True,True,True,True
GPT4,strategy,1099,no,5,1175,5,5,5,1175,1175,1175,True,True,True,True,True
GPT4,strategy,1100,yes,5,1665,5,5,15,1665,1665,1228,True,True,True,True,True
GPT4,strategy,1101,yes,5,1764,5,5,40,1764,1764,0,True,True,True,True,True
GPT4,strategy,1102,no,5,1365,5,5,15,1365,1365,990,False,False,False,False,False
GPT4,strategy,1103,yes,5,1615,5,5,10,1615,1615,1399,True,True,True,True,True
GPT4,strategy,1104,yes,10,1912,5,5,15,2240,2240,1610,True,True,True,True,True
GPT4,strategy,1105,yes,5,1053,5,5,5,1053,1053,1053,True,True,True,True,True
GPT4,strategy,1106,yes,5,1036,5,5,5,1036,1036,1036,True,True,True,True,True
GPT4,strategy,1107,yes,5,883,5,5,40,883,883,0,True,True,True,True,True
GPT4,strategy,1108,yes,10,1232,5,5,25,1486,1486,649,True,True,True,True,True
GPT4,strategy,1109,yes,5,871,5,5,10,871,871,764,True,True,True,True,True
GPT4,strategy,1110,no,5,1374,5,5,40,1374,1374,0,True,True,True,True,True
GPT4,strategy,1111,yes,5,1110,5,5,10,1110,1110,964,True,True,True,True,True
GPT4,strategy,1112,yes,5,1879,5,5,40,1879,1879,0,False,False,False,False,False
GPT4,strategy,1113,no,40,0,5,5,15,1767,1767,1236,False,False,True,True,False
GPT4,strategy,1114,yes,5,1263,5,5,5,1263,1263,1263,True,True,True,True,True
GPT4,strategy,1115,no,5,1792,5,5,10,1792,1792,1524,True,True,True,True,True
GPT4,strategy,1116,no,10,1537,5,5,5,1778,1778,1778,True,True,True,True,True
GPT4,strategy,1117,no,5,1484,5,5,5,1484,1484,1484,True,True,True,True,True
GPT4,strategy,1118,yes,5,950,5,5,10,950,950,820,True,True,True,True,True
GPT4,strategy,1119,no,5,1212,5,5,5,1212,1212,1212,True,True,True,True,True
GPT4,strategy,1120,no,5,1224,5,5,5,1224,1224,1224,True,True,True,True,True
GPT4,strategy,1121,no,5,982,5,5,5,982,982,982,True,True,True,True,True
GPT4,strategy,1122,yes,5,1132,5,5,40,1132,1132,0,True,True,True,True,True
GPT4,strategy,1123,yes,5,1477,5,5,5,1477,1477,1477,True,True,True,True,True
GPT4,strategy,1124,no,5,1080,5,5,5,1080,1080,1080,True,True,True,True,True
GPT4,strategy,1125,no,5,1305,5,5,5,1305,1305,1305,True,True,True,True,True
GPT4,strategy,1126,yes,5,1148,5,5,10,1148,1148,950,True,True,True,True,True
